ID,Plant Name,Latin Name,Water Level,Sunlight Level
3419,Grassy Tarweed,Madia dissitiflora,M,N
3420,"Garland Crab, Sweet crab apple",Malus coronaria,MWe,SN
3421,German Camomile,Matricaria recutita,DM,N
3422,Ginger Mint,Mentha x gracilis,M,SN
3423,"Great Purple Monkey Flower, Purple monkeyflower",Mimulus lewisii,MWeWa,SN
3424,Giant Miscanthus,Miscanthus x giganteus,DM,N
3425,"Horseradish Tree, Moringa,",Moringa oleifera,,N
3426,"Grape Hyacinth, Starch grape hyacinth",Muscari neglectum,DM,N
3427,"Giant yellow mulberry, Monkeyfruit",Myrianthus arboreus,MWe,N
3428,"Skunk Weed, Skunkbush",Navarretia squarrosa,DM,SN
3429,Sacred Basil,Ocimum tenuiflorum,M,N
3430,"Green-Winged Orchid, Green-winged orchid",Orchis morio,DM,N
3431,Greek Oregano,Origanum vulgare hirtum,DM,SN
3432,Golden Club,Orontium aquaticum,WeWa,N
3433,Great Yellow Woodsorrel,Oxalis grandis,M,FS
3434,Guinea grass. Green panic grass,Panicum maximum,DM,FSN
3435,"Grass Of Parnassus,  Marsh grass of Parnassus,  Mountain grass of Parnassus, Alaska grass of Parnass",Parnassia palustris,We,SN
3436,Guayule,Parthenium argentatum,D,N
3437,Yellow Granadilla,Passiflora laurifolia,M,SN
3438,Granadilla de Quijos,Passiflora popenovii,M,SN
3439,"Giant Granadilla, Badea",Passiflora quadrangularis,M,SN
3440,Guarana,Paullinia cupana,M,SN
3441,Gingerbush,Pavonia spinifex,M,SN
3442,Grapeleaf geranium,Pelargonium vitifolium,DM,N
3443,Green Arrow Arum,Peltandra virginica,WeWa,N
3444,Garlic Cress,Peltaria alliacea,M,SN
3445,"Guayapa, Sacharosa, Cuguchi",Pereskia sacharosa,DM,N
3446,Guinea Hen Weed,Petiveria alliacea,M,SN
3447,Pfaffia,Pfaffia paniculata,DM,N
3448,"Garden Phlox, Fall phlox, Perennial Phlox, Tall Phlox, Summer Phlox",Phlox paniculata,M,SN
3449,"Golden Bamboo, Fishpole Bamboo",Phyllostachys aurea,M,S
3450,Greenwax golden bamboo,Phyllostachys viridiglaucescens,M,S
3451,"Giant Timber Bamboo, Running giant bamboo",Phyllostachys vivax,M,S
3452,Ground Cherry,Physalis hederaefolia cordifolia,DM,SN
3453,"Ground Cherry,  Sword groundcherry",Physalis lanceolata,DM,SN
3454,"Goldenberry, Peruvian groundcherry",Physalis peruviana,M,SN
3455,"Ground Cherry, Husk tomato",Physalis pubescens,DM,SN
3456,"Greater Burnet Saxifrage, Hollowstem burnet saxifrage",Pimpinella major,M,SN
3457,Garden Pea,Pisum sativum,M,N
3458,Giant Knotweed,Polygonum sachalinense,M,SN
3459,Grey Poplar,Populus x canescens,M,N
3460,"Green Purslane, Little hogweed",Portulaca oleracea,M,N
3461,Golden Purslane,Portulaca oleracea sativa,M,N
3462,"Gland Cinquefoil, Sticky cinquefoil, Arizona cinquefoil, Ashland cinquefoil, Ewan's cinquefoil, Hans",Potentilla glandulosa,M,SN
3463,Greyleaf Cherry,Prunus canescens,M,SN
3464,"Gages, Greengage",Prunus domestica italica,M,SN
3465,"White Balsam, Rabbit-tobacco",Pseudognaphalium obtusifolium,DM,N
3466,"Golden Larch, Chinese golden-larch",Pseudolarix amabilis,M,SN
3467,"Guava, Tropical Guava, Goiaba, Araçá-goiaba",Psidium guajava,M,N
3468,"Sweet Grass, Weeping alkaligrass, Hauptian alkaligrass",Puccinellia distans,MWe,SN
3469,Green-Flowered Wintergreen,Pyrola chlorantha,M,FSN
3470,Graceful Buttercup,Ranunculus inamoeus,M,SN
3471,Garden Rhubarb,Rheum × hybridum,M,SN
3472,,Ribes aciculare,M,SN
3473,Golden Currant,Ribes aureum,DM,SN
3474,Hillside Gooseberry,Ribes californicum,M,N
3475,Granite gooseberry,Ribes curvatum,M,SN
3476,"Coastal Black Gooseberry, Spreading gooseberry, Parish's gooseberry, Straggly gooseberry",Ribes divaricatum,M,SN
3477,"Currant-Gooseberry, Hairystem gooseberry",Ribes hirtellum,M,N
3478,"Whitestem Gooseberry, Klamath gooseberry",Ribes inerme,M,SN
3479,Trumpet Gooseberry,Ribes leptanthum,M,SN
3480,Gummy Gooseberry,Ribes lobbii,M,N
3481,Gooseberry-Currant,Ribes montigenum,M,N
3482,Orange Gooseberry,Ribes pinetorum,M,N
3483,"Gooseberry, European gooseberry",Ribes uva-crispa,M,SN
3484,Great Yellow Cress,Rorippa amphibia,MWeWa,SN
3485,Globe yellowcress,Rorippa globosa,M,N
3486,"Madder, Dyer's madder",Rubia tinctorum,DM,SN
3487,"Golden Evergreen Raspberry,  Yellow Himalayan raspberry",Rubus ellipticus,M,SN
3488,Glandstem blackberry,Rubus glandicaulis,M,SN
3489,Giant Colombian Blackberry,Rubus nubigenus,M,SN
3490,Great Water Dock,Rumex hydrolapathum,MWeWa,SN
3491,Golden Dock,Rumex maritimus,MWe,SN
3492,Glasswort,Salicornia europaea,DM,N
3493,Golden Willow,Salix alba vitellina,MWe,N
3494,"Goat Willow, Kilmarnock Willow, Pink Pussy Willow, Pussy Willow",Salix caprea,DMWe,SN
3495,"Grey Willow, Large gray willow",Salix cinerea,MWe,N
3496,Goodding's Willow,Salix gooddingii,MWe,N
3497,"Green-leaved willow, Red osier",Salix x rubra,MWe,N
3498,"Greek Sage, Greek oregano",Salvia fruticosa,DM,N
3499,Great Burnet,Sanguisorba officinalis,DMWe,SN
3500,Greasewood,Sarcobatus vermiculatus,DM,N
3501,Guapiruvu,Schizolobium parahyba,M,N
3502,Garden Stonecrop,Sedum arboroseum,DM,SN
3503,Groundsel,Senecio vulgaris,DM,N
3504,Green Bristle Grass,Setaria viridis,DM,N
3505,"Greenbriar, Saw greenbrier, Dunes saw greenbrier",Smilax bona-nox,M,SN
3506,Garden Huckleberry,Solanum scabrum,M,N
3507,Green Kangaroo Apple,Solanum vescum,M,N
3508,Giant Goldenrod,Solidago gigantea,M,SN
3509,"Spanish Broom, Weaver's Broom, Spanish Broom",Spartium junceum,DM,N
3510,Garland Spiraea,Spiraea x arguta,M,SN
3511,"Great Duckweed, Common duckmeat",Spirodela polyrrhiza,Wa,N
3512,"Golden Apple, Ambarella,",Spondias dulcis,DM,SN
3513,Giant Dropseed,Sporobolus giganteus,DM,N
3514,"Greater Chickweed, Common chickweed",Stellaria neglecta,M,SN
3515,Green Needlegrass,Stipa viridula,M,SN
3516,"Pink fuzzybean, Perennial wild bean",Strophostyles umbellata,DM,SN
3517,Chiretta,Swertia chirayita,MWe,S
3518,"Ground Cover Comfrey, Comfrey",Symphytum grandiflorum,M,FS
3519,Goat's Beard,Tragopogon pratensis,M,N
3520,"Globeflower, Common Globeflower, European Globeflower",Trollius europaeus,MWe,S
3521,"Gorse, Common gorse",Ulex europaeus,DM,N
3522,Georgia Blueberry,Vaccinium melanocarpum,M,SN
3523,"Grouseberry, Grouse whortleberry",Vaccinium scoparium,M,SN
3524,"Great Mullein, Common mullein, Aaron's Rod, Flannel Plant, Hag Taper, Mullein, Torches, Velvet Plant",Verbascum thapsus,DM,N
3525,Germander Speedwell,Veronica chamaedrys,M,SN
3526,"Garden Speedwell, Long-Leaf  Speedwell",Veronica longifolia,M,N
3527,Gray field speedwell,Veronica polita,M,N
3528,"Guelder Rose, Cramp Bark,  European cranberrybush, American cranberrybush, Crampbark, European Highb",Viburnum opulus,MWe,SN
3529,Giant Vetch,Vicia gigantea,M,SN
3530,Goldeneye,Viguiera multiflora,M,N
3531,"Greater Periwinkle, Bigleaf periwinkle, Myrtle, Large Periwinkle, Big Periwinkle",Vinca major,DM,FSN
3532,"Grass Pansy, Johnny-jump-up",Viola pedunculata,M,SN
3533,Graybark Grape,Vitis baileyana,DM,SN
3534,Grape,Vitis belaii,DM,SN
3535,Grape,Vitis lanata,DM,SN
3536,Grape,Vitis saccharifera,DM,SN
3537,"Grape, Wine grape, Purpleleaf Grape, Common Grape",Vitis vinifera,DM,SN
3538,Chinese Wisteria,Wisteria sinensis,M,N
3539,Grasstree,Xanthorrhoea australis,M,N
3540,"Golden Alexanders, Golden zizia",Zizia aurea,M,N
3541,Okra,Abelmoschus esculentus,M,N
3542,"Musk Mallow,Musk Okra",Abelmoschus moschatus,M,N
3543,Hornbeam Maple,Acer carpinifolium,M,SN
3544,Hawthorn-Leaved Maple,Acer crataegifolium,M,SN
3545,Honeypots,Acrotriche serrulata,M,SN
3546,"Herb Christopher, Baneberry",Actaea spicata,M,FS
3547,Horse chestnut,Aesculus spp,DM,SN
3548,"Hohokam Agave, Murphey agave",Agave murpheyi,DM,N
3549,Harvestlice,Agrimonia parviflora,DM,SN
3550,Herb Ivy,Ajuga iva,M,SN
3551,"Hooker's Onion, Tapertip onion",Allium acuminatum,DM,N
3552,Yerba Mansa,Anemopsis californica,WeWa,SN
3553,"Hodo, Hodoimo",Apios fortunei,M,SN
3554,"Hairy rockcress,  Mountain rockcress, Creamflower rockcress",Arabis hirsuta,DM,SN
3555,"Hercule's Club, Aralia spinosa,  American Angelica Tree, Hercules' Club, Devil's Walking Stick",Aralia spinosa,M,FS
3556,Heartleaf Arnica,Arnica cordifolia,M,SN
3557,"Hillside Arnica,  Foothill arnica",Arnica fulgens,M,SN
3558,"Hen And Chicken Fern, Parsley Fern, Mother Spleenwort",Asplenium bulbiferum,M,SN
3559,Hart's Tongue Fern,Asplenium scolopendrium,DM,FS
3560,"Hua Huang Qi, Chinese milkvetch",Astragalus chinensis,D,N
3561,"Hard Fern, Deer fern",Blechnum spicant,M,FSN
3562,Head Mustard,Brassica juncea integrifolia rugosa,M,SN
3563,Head Mustard,Brassica juncea rugosa,M,SN
3564,Hairy Brome,Bromus ramosus,DM,SN
3565,Hare's Ear,Bupleurum rotundifolium,DM,N
3566,"Incense Cedar, California Incense Cedar",Calocedrus decurrens,DM,SN
3567,"Harebell, Bluebell bellflower",Campanula rotundifolia,DM,SN
3568,"Hoary Cress, Whitetop",Cardaria draba,M,SN
3569,Hammer sedge,Carex hirta,MWe,SN
3570,"Hornbeam,  European hornbeam, Common Hornbeam, European Hornbeam",Carpinus betulus,M,FSN
3571,Hottentot Fig,Carpobrotus acinaciformis,DM,N
3572,"Hottentot Fig,",Carpobrotus edulis,DM,N
3573,Hybrid and neohybrid hickories,Carya hybrids,DM,N
3574,Hollyleaf Ceanothus,Ceanothus purpureus,DM,SN
3575,"Hackberry, Common hackberry",Celtis occidentalis,DM,N
3576,Hard leaved tarara,Centrolobium sclerophyllum,DM,N
3577,"Hornwort,  Coon's tail",Ceratophyllum demersum,WeWa,SN
3578,"Huauzontle, Nuttall's goosefoot",Chenopodium nuttalliae,M,N
3579,Headachevine,Clematis microphylla,M,SN
3580,"Hemlock, Poison hemlock",Conium maculatum,M,SN
3581,"Hayne oil, Copaiba,",Copaifera multijuga,DM,FS
3582,Huang Lian,Coptis chinensis,MWe,SN
3583,"Himalayan Hazel, Tibetan hazelnut",Corylus ferox,M,SN
3584,"Hybrid & Neohybrids, Hazel, Filbert",Corylus hybrids & neohybrids,M,SN
3585,Holmes' hawthorn,Crataegus holmesiana,MWe,SN
3586,"Hawthorn,  Oneseed hawthorn",Crataegus monogyna,MWe,SN
3587,Hungarian Hawthorn,Crataegus nigra,MWe,SN
3588,"Honewort, Canadian honewort",Cryptotaenia canadensis,M,S
3589,Honeydew Melon,Cucumis melo inodorus,M,N
3590,"Horned Cucumber, African horned cucumber",Cucumis metuliferus,M,N
3591,Himalayan Cypress,Cupressus torulosa,DM,N
3592,"Hound's Tongue, Gypsyflower",Cynoglossum officinale,M,N
3593,"Hartweg's cyphomandra,Calylophus",Cyphomandra hartwegii,M,N
3594,"Holly Fern, Japanese netvein hollyfern, Japanese Holly",Cyrtomium falcatum,M,SN
3595,"Hazovola, tsiandalana, voamboana",Dalbergia monticola,M,N
3596,Honduras Rosewood,Dalbergia stevensonii,M,N
3597,Waterleaf,Decemium appendiculatum,MWe,S
3598,Showy tick-trefoil,Desmodium canadense,DM,SN
3599,High-climbing jointfir,Ephedra altissima,DM,N
3600,Harbinger Of Spring,Erigenia bulbosa,M,S
3601,Hairy Yerba Santa,Eriodictyon trichocalyx,DM,N
3602,Henderson's Fawn Lily,Erythronium hendersonii,M,S
3603,Howell's Fawn Lily,Erythronium howellii,M,S
3604,Hamilton's spindletree,Euonymus hamiltonianus,DM,SN
3605,Hemp Agrimony,Eupatorium cannabinum,MWe,SN
3606,Hyssopleaf thoroughwort,Eupatorium hyssopifolium,M,SN
3607,Himalayan Ash,Fraxinus floribunda,M,N
3608,Harvestbells,Gentiana saponaria,MWe,SN
3609,"Herb Robert, Robert geranium",Geranium robertianum,DM,SN
3610,Honey Locust,Gleditsia triacanthos,DM,N
3611,Hedge Hyssop,Gratiola officinalis,MWe,SN
3612,Hemp Bush,Gynatrix pulchella,M,N
3613,Silky Hakea,Hakea sericea,DM,SN
3614,"Silver-Bell Tree, Carolina silverbell, Mountain silverbell",Halesia carolina,M,N
3615,Silverbell or Mountain Silverbell,Halesia tetraptera,M,FSN
3616,"Salt Tree, Common salttree",Halimodendron halodendron,DM,N
3617,"Witch Hazel, American witchhazel, Common Witchhazel, Virginian Witchhazel, Witchhazel",Hamamelis virginiana,M,SN
3618,"Mangaba Rubber Tree, Mangabiera",Hancornia speciosa,M,N
3619,Hebe,Hebe x franciscana,M,SN
3620,"Ivy, English ivy, Algerian ivy, Baltic Ivy, Common Ivy",Hedera helix,MWe,FSN
3621,,Hedysarum arcticum,M,N
3622,Liquorice Root,Hedysarum boreale mackenzii,M,N
3623,,Heldreichia rotundifolia,M,SN
3624,Wild Sunflower,Helianthus lenticularis,M,N
3625,"Stiff Sunflower, Prairie Sunflower",Helianthus pauciflorus,DM,N
3626,"Heliotrope, Garden heliotrope, Cherry Pie, Heliotrope",Heliotropium arborescens,M,N
3627,,Helwingia japonica,M,SN
3628,,Hemerocallis fulva longituba,DM,SN
3629,Yellow Day Lily,Hemerocallis lilioasphodelus,DM,SN
3630,,Hemerocallis middendorffii esculenta,DM,SN
3631,,Hemerocallis thunbergii,DM,SN
3632,,Hemerocallis yezoensis,DM,SN
3633,"Hepatica, Sharplobe hepatica, Roundlobe hepatica",Hepatica nobilis,M,FSN
3634,,Heracleum sphondylium sibiricum,M,FSN
3635,Hairy Rupture Wort,Herniaria hirsuta,DM,N
3636,Hevea,Hevea benthamiana,M,SN
3637,"Hawkweed, Narrowleaf hawkweed",Hieracium umbellatum,M,SN
3638,Holy Grass,Hierochloe odorata,DMWe,SN
3639,Ribbonwood,Hoheria sexstylosa,M,SN
3640,Rock Spiraea,Holodiscus dumosus,DM,SN
3641,Two-Rowed Barley,Hordeum distichon,M,N
3642,"Six-Row Barley, Common barley",Hordeum hexastichon,M,N
3643,,Hosta sieboldii,DM,SN
3644,Japanese Raisin Tree,Hovenia dulcis,M,N
3645,Japanese Hop,Humulus japonicus,M,SN
3646,"Hop, Common hop, European Hop,",Humulus lupulus,DM,SN
3647,"Hyacinth, Garden hyacinth",Hyacinthus orientalis,M,SN
3648,Hydrangea,Hydrangea anomala,M,FSN
3649,"Seven Barks, Wild hydrangea, Ashy Hydrangea, Snowhill Hydrangea, Smooth Hydrangea",Hydrangea arborescens,M,SN
3650,Hydrangea,Hydrangea aspera,DM,SN
3651,"Hydrangea, Mountain Hydrangea, Sawtooth Hydrangea",Hydrangea serrata,M,SN
3652,,Hydrangea serrata amagiana,M,SN
3653,"Hydrilla, Waterthyme",Hydrilla verticillata,Wa,N
3654,"Water Pennywort, Lawn marshpennywort",Hydrocotyle sibthorpioides,MWe,SN
3655,West Indian Locust,Hymenaea courbaril,DM,N
3656,Tree Violet,Hymenanthera dentata,M,N
3657,"Pingue Hymenoxys, Pingue rubberweed, Colorado rubberweed",Hymenoxys richardsonii,DM,SN
3658,"Henbane, Black henbane",Hyoscyamus niger,DM,N
3659,,Hypericum forrestii,M,SN
3660,Matted St. John's Wort,Hypericum japonicum,MWe,SN
3661,,Hypericum monogynum,M,SN
3662,"St. John's Wort, Common St. Johnswort",Hypericum perforatum,M,SN
3663,Hyssop,Hyssopus officinalis,DM,N
3664,"Horned Holly, Chinese holly",Ilex cornuta,M,SN
3665,Holly,Ilex x altaclerensis,M,SN
3666,Hardy Gloxinia,Incarvillea delavayi,M,SN
3667,Horny Conebush,Isopogon ceratophyllus,M,SN
3668,Hen And Chickens Houseleek,Jovibarba sobolifera,DM,N
3669,Heartseed Walnut,Juglans ailanthifolia cordiformis,M,N
3670,"Hind's Black Walnut, Northern California walnut,  Paradox hybrid walnut",Juglans hindsii,M,N
3671,"Hind's Black Walnut, Northern California walnut,  Paradox hybrid walnuH",Juglans intermedia,M,N
3672,"Hard Rush, European meadow rush",Juncus inflexus,MWeWa,SN
3673,Himalayan Juniper,Juniperus recurva,M,N
3674,"Hyacinth Bean, Bonavist-bean",Lablab purpureus,M,N
3675,"Henbit, Henbit deadnettle",Lamium amplexicaule,DM,N
3676,Hyssopleaf pepperweed,Lepidium hyssopifolium,M,SN
3677,"Lovage, Garden lovage",Levisticum officinale,M,SN
3678,Himalayan Honeysuckle,Leycesteria formosa,M,SN
3679,Hulten's Licorice Root,Ligusticum hultenii,M,N
3680,Hong Kong Lily,Lilium brownii,M,SN
3681,Henry's lily,Lilium henryi,M,SN
3682,"Hairy Puccoon, Carolina puccoon",Lithospermum caroliniense,DM,N
3683,Honeysuckle,Lonicera chrysantha,M,N
3684,"Honeysuckle, European honeysuckle",Lonicera periclymenum,M,FSN
3685,"Honesty, Annual honesty, Silver Dollar, Moneywort, Moonwort, Penny Flower, Money Plant",Lunaria annua,M,SN
3686,"Macadamia Nut, Gympie nut",Macadamia ternifolia,M,N
3687,Hou Po,Magnolia officinalis,M,SN
3688,Hall crab apple,Malus halliana,M,SN
3689,Himalayan Poppy,Meconopsis napaulensis,M,S
3690,Honey Flower,Melianthus major,M,SN
3691,Honey Flower,Melianthus minor,M,SN
3692,Hart's Pennyroyal,Mentha cervina,M,SN
3693,Horsemint,Mentha longifolia,M,SN
3694,"Horse Mint, Spotted beebalm",Monarda punctata,DM,SN
3695,Moringa,Moringa peregrina,DM,N
3696,Hua Sang,Morus cathayana,M,SN
3697,Himalayan Mulberry,Morus macroura,M,SN
3698,Himalayan Mulberry,Morus serrata,M,SN
3699,"Tassel Hyacinth, Tassel grape hyacinth",Muscari comosum,DM,SN
3700,Hooker's Evening Primrose,Oenothera elata hookeri,DM,N
3701,Hardy Marjoram,Origanum x majoricum,DM,SN
3702,"Holly Olive, Holly osmanthus, Chinese Holly, Holly Tea Olive, False  Holly",Osmanthus heterophyllus,M,SN
3703,Hop Hornbeam,Ostrya carpinifolia,DM,SN
3704,Herb Paris,Paris polyphylla,M,FS
3705,Herb Paris,Paris quadrifolia,M,FS
3706,Hairy lousewort,Pedicularis hirsuta,M,SN
3707,Horseshoe geranium,Pelargonium zonale,DM,N
3708,"Purpleheart, pau-roxo, zapatero",Peltogyne floribunda,DM,N
3709,Hamburg Parsley,Petroselinum crispum tuberosum,M,SN
3710,Hog's Fennel,Peucedanum officinale,M,N
3711,Hoary mock orange,Philadelphus pubescens,M,SN
3712,Half-Black Bamboo,Phyllostachys arcana,M,SN
3713,Ha-Chiku,Phyllostachys nigra henonis,M,S
3714,Hawkweed Ox-Tongue,Picris hieracioides,DM,N
3715,Hu Huang Lian,Picrorhiza scrophulariiflora,M,SN
3716,Hu Zhang,Pinellia pedatisecta,M,SN
3717,"Himalayan Blue Pine, Bhutan pine, Himalayan  Pine",Pinus wallichiana,DM,N
3718,Hoary Plantain,Plantago media,DM,N
3719,Himalayan May Apple,Podophyllum hexandrum,M,FS
3720,"Rosemary Mint, Frosted mint",Poliomintha incana,M,SN
3721,Hairy Solomon's Seal,Polygonatum pubescens,M,FS
3722,Huang Jing,Polygonatum sibiricum,M,FS
3723,"He Shou Wu, Tuber fleeceflower",Polygonum multiflorum,M,SN
3724,"Himalayan Knotweed, Cultivated knotweed",Polygonum polystachyum,M,SN
3725,Hard Shield Fern,Polystichum aculeatum,M,FS
3726,"Hair-Cap Moss, Juniper polytrichum moss",Polytrichum juniperinum,DM,SN
3727,Himalayan Poplar,Populus ciliata,M,N
3728,Hybrid poplar,Populus hybrids,DM,SN
3729,Honeypod mesquite. Glandular mesquite,Prosopis glandulosa,M,N
3730,Himalayan Bird Cherry,Prunus cornuta,M,SN
3731,"Hog Plum, Hortulan plum",Prunus hortulana,M,SN
3732,Holly-Leaved Cherry,Prunus ilicifolia,DM,SN
3733,Hybrid plum,Prunus orthosepala,M,N
3734,Himalayan Cherry,Prunus rufa,M,SN
3735,Large Leather Root,Psoralea macrostachya,M,N
3736,Roundleaf Leather Root,Psoralea orbicularis,DM,N
3737,Sneezewood,Ptaeroxylon obliquum,M,N
3738,"Hop Tree, Common hoptree, Pallid hoptree",Ptelea trifoliata,M,SN
3739,Hop Tree,Ptelea trifoliata mollis,M,SN
3740,,Pueraria tuberosa,M,N
3741,Hoary Mountain Mint,Pycnanthemum incanum,DM,SN
3742,"Harbin Pear, Chinese pear, Ussurian Pear",Pyrus ussuriensis,M,SN
3743,"Hungarian Oak,  Italian Oak, Forest Green Oak",Quercus frainetto,M,SN
3744,"Holly Oak,  Evergreen Oak",Quercus ilex,M,SN
3745,Holm Oak,Quercus ilex ballota,M,SN
3746,Hui Hui Suan,Ranunculus chinensis,MWe,SN
3747,Himalayan Rhubarb,Rheum australe,M,SN
3748,Honeysuckle Azalea,Rhododendron luteum,M,S
3749,"Hudson Bay Currant, Northern black currant, Western black currant",Ribes hudsonianum,M,SN
3750,Himalayan Rose,Rosa sericea,M,SN
3751,Himalayan Rose,Rosa sericea omeiensis,M,SN
3752,"Highbush Blackberry, Sawtooth blackberry",Rubus argutus,M,SN
3753,"Himalayan berry, Hybrid European blackberry, Hybrid blackberry",Rubus bifrons,M,SN
3754,"Hsuan Kou Tzu, Mu Mei, Shan Mei,",Rubus microphyllus,M,SN
3755,Himalayan Giant Blackberry,Rubus procerus,M,SN
3756,Hybrid Berries,Rubus species,M,SN
3757,Herb Patience,Rumex patientia,M,SN
3758,"Halberd-Leaved Willow, Halberd willow",Salix hastata,MWe,N
3759,Hybrid willows,Salix hybrids,MWe,N
3760,"Haleakala Sandalwood, Lliahi",Santalum haleakalae,D,SN
3761,Holy Flax,Santolina rosmarinifolia,DM,N
3762,,Sargentodoxa cuneata,M,SN
3763,,Saussurea affinis,M,N
3764,"Huigen, Hardee peppertree",Schinus polygamus,DM,SN
3765,Hard Stem Bulrush,Scirpus acutus,MWeWa,SN
3766,"Scopolia, European scopolia",Scopolia carniolica,DM,FS
3767,Ice Plant,Sedum spectabile,DM,N
3768,"Houseleek, Common houseleek, Hen and Chickens",Sempervivum tectorum,DM,N
3769,"Hoary Groundsel, Hoary ragwort",Senecio erucifolius,DM,N
3770,"Saw-Wort, Dyer's plumeless saw-wort",Serratula tinctoria,M,SN
3771,Red Balau,Shorea balangeran,M,SN
3772,"Light Red Meranti, Engkabang, False Ilipe Nut",Shorea macrophylla,M,N
3773,Hag Briar,Smilax hispida,M,SN
3774,Honduran sarsaparilla,Smilax officinalis,M,SN
3775,"Horse Brier, Roundleaf greenbrier, Brambles",Smilax rotundifolia,M,SN
3776,"Horse Nettle, Carolina horsenettle",Solanum carolinense,M,SN
3777,Johnson Grass,Sorghum halepense,DM,N
3778,"Hardhack, Steeplebush",Spiraea tomentosa,M,SN
3779,hyssopleaf hedgenettle,Stachys hyssopifolia,M,SN
3780,hyssopleaf hedgenettle,Stachys hyssopifolia ambigua,M,SN
3781,"Hedge Woundwort, Whitespot",Stachys sylvatica,M,SN
3782,Hungarian Lilac,Syringa josikaea,M,N
3783,Tulip Tree;  Portia Tree; Pacific Rosewood,Thespesia populneoides,DM,N
3784,Hiba,Thujopsis dolabrata,M,SN
3785,"Headed Savory, Thymus",Thymus capitatus,DM,N
3786,Mexican Sunflower,Tithonia diversifolia,DM,N
3787,Hybrid cattail,Typha glauca,WeWa,N
3788,Hillside Blueberry,Vaccinium constablaei,M,SN
3789,"High-Bush Blueberry, American Blueberry, Swamp Blueberry, Blueberry",Vaccinium corymbosum,M,SN
3790,Hairy Huckleberry,Vaccinium hirsutum,M,SN
3791,,Vaccinium japonicum,M,SN
3792,"Hoary Mullein, Broad-leaf mullein",Verbascum pulverulentum,DM,N
3793,"Hoary Vervain, Hoary verbena",Verbena stricta,M,N
3794,Hobbleberry,Viburnum lantanoides,M,FSN
3795,Horsebean,Vicia faba equina,M,SN
3796,"Hairy Tare, Tiny vetch",Vicia hirsuta,M,SN
3797,"Hard Vetch, Barn vetch",Vicia monantha,M,SN
3798,"Horned Violet, Bedding Pansy, Tufted Pansy,",Viola cornuta,M,SN
3799,"Heartsease, Johnny jumpup, Field Pansy,",Viola tricolor,M,SN
3800,Humboldt Mulesears,Wyethia longicaulis,M,N
3801,Haw x mountain ash,x Sorbo­crataegus hybrid,M,N
3802,Horned Pondweed,Zannichellia palustris,Wa,SN
3803,"Hercules Club. Prickly Ash - Southern, Hercules' club, Southern Prickly Ash",Zanthoxylum clava-herculis,M,SN
3804,Indian Abelia,Abelia triflora,DM,SN
3805,"Indian Millet, Indian ricegrass",Achnatherum hymenoides,M,N
3806,Indian aconite,Aconitum ferox,M,SN
3807,Indian Horse Chestnut,Aesculus indica,M,SN
3808,"Indian Turnip, Jack in the pulpit",Arisaema quinatum,M,FSN
3809,Indian Belladonna,Atropa acuminata,M,FSN
3810,"Leopard Lily, Blackberry lily, Leopard Flower",Belamcanda chinensis,M,SN
